question,response
What currency is preferred for local charges in Ukraine when shipping with CHERRY?,The Ukrainian Hryvnia (UAH) is the preferred currency for local charges.
What are the special regulations for reefer containers carrying food products when shipping with CHERRY?,Reefer containers carrying food products may require AVA (Agri-Food & Veterinary Authority) approval.
What special customs procedures apply to goods destined for Philippine Economic Zone Authority (PEZA) zones?,"Goods destined for PEZA zones can be stored, processed, or re-exported with tax incentives."
What special customs procedures apply to goods destined for Philippine Economic Zone Authority (PEZA) zones?,"Goods destined for PEZA zones can be stored, processed, or re-exported with tax incentives."
What type of Halal certification is required for meat and poultry products being shipped to Qatar?,Halal certification must be issued by an Islamic center approved by Qatar authorities.
What languages are accepted for shipping documents when sending goods to Canada?,Shipping documents for shipments to Canada must be in English or French.
What documentation is required for shipping dangerous goods to Chile via CHERRY shipping line?,A Dangerous Goods Declaration (in Spanish) and Safety Data Sheets (SDS) in Spanish are required.
What information is required for the Notify Party in a shipment with CHERRY shipping line?,"The Notify Party requires a full name and complete address, a mandatory phone number, a mandatory email address, and a mandatory CNPJ number. P.O. Boxes are not acceptable."
What are the two permissible methods for determining the Verified Gross Mass (VGM) of a container according to CHERRY shipping line?,"The two permissible methods are: 1) Weighing the packed container and 2) Weighing all packages and cargo items, including packing and securing material."
What language is required for the detailed inventory list of personal effects and household goods being shipped to Brazil?,Portuguese.
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What type of packaging information is preferred by CHERRY shipping line?,"CHERRY shipping line prefers detailed packaging information that includes the specific package type rather than just stating pallets. If pallets are used, detailed inner packing information is also required."
What documentation is required for customs clearance in Djibouti?,"Customs clearance in Djibouti must be handled by a licensed customs broker and requires the following documents: Commercial Invoice, Packing List, Bill of Lading, Import License (if applicable), and Certificate of Origin (if applicable)."
What currency is preferred for local charges in Turkey when shipping with CHERRY?,Turkish Lira (TRY) is the preferred currency for local charges.
What import permits are required for all imports into Singapore and how should they be applied for?,Import permits are required for all imports into Singapore and must be applied for through Singapore Customs.
What is the maximum gross weight allowed for a 40' container when transported by rail using CHERRY shipping line?,"The maximum payload for a 40' container transported by rail using CHERRY shipping line is generally 67,200 lbs (30,500 kg)."
What are the specific requirements and restrictions for shipping to the Kingdom of Morocco according to CHERRY Shipping Line?,"To find the specific requirements and restrictions for shipping to the Kingdom of Morocco according to CHERRY Shipping Line, you would need to refer to the documentation titled ""CHERRY Shipping Line: Kingdom of Morocco - Requirements and Restrictions""."
What language requirements are there for the inventory list of personal effects being shipped to China?,A detailed inventory list for personal effects shipped to China must be provided in both English and Chinese.
What are the gate operation hours at Novorossiysk Port on a Saturday?,Gate operations at Novorossiysk Port are open from 08:00 to 16:00 on Saturdays.
What is the required timeframe for submitting shipping instructions to CHERRY shipping line?,Shipping instructions must be submitted to CHERRY shipping line 3 working days before the vessel's arrival.
What documents are required for customs clearance in Vietnam?,"Customs clearance in Vietnam requires a Commercial Invoice, Packing List, Bill of Lading, Import License (if applicable), and Certificate of Origin (if applicable)."
What is the age restriction for used passenger vehicles being imported into the UAE?,Used passenger vehicles imported into the UAE cannot be older than 5 years.
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What is the required format for a VAT ID for import shipments to South Africa?,The VAT number for import shipments to South Africa must consist of 10 digits.
Can tobacco or alcoholic beverages be shipped with CHERRY?,"No, the shipment of tobacco, alcoholic beverages, and veterinary goods is prohibited by CHERRY."
What is the required lead time for submitting an Entry Summary Declaration (ENS) for goods entering the UK via container shipping?,The ENS must be submitted at least 24 hours before loading.
What contact information is mandatory for the notify party when shipping with CHERRY?,A phone number and email address are mandatory for the notify party.
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What documentation is required for shipping dangerous goods to Vietnam via CHERRY shipping line?,A Dangerous Goods Declaration (in Vietnamese and English) and a Safety Data Sheet (SDS) in Vietnamese and English are required.
What advance notification is required for shipments of perishable goods to the UAE via CHERRY shipping line?,Shipments of perishable goods to the UAE via CHERRY shipping line require a 24-hour advance notification.
What are the required documents for shipping dangerous goods with CHERRY shipping line to Japan?,A Dangerous Goods Declaration (in Japanese) and Safety Data Sheets (SDS) in Japanese are required.
What tax information is required for Vietnam-based shippers and consignees when shipping with CHERRY?,Vietnam-based shippers and consignees must provide their tax code.
What documentation is required for shipping dangerous goods with CHERRY shipping line?,A Dangerous Goods Declaration and a Safety Data Sheet (SDS) are required for shipping dangerous goods.
What type of certificates are required for agricultural and animal products being shipped to Argentina?,"Agricultural products may require phytosanitary certificates from SENASA (Servicio Nacional de Sanidad y Calidad Agroalimentaria), while animal products may require veterinary health certificates from SENASA."
What mandatory collect charges apply to shipments arriving in the UAE?,"The mandatory collect charges in the UAE are the Destination Delivery Order Fee, terminal handling charges at destination, and container cleaning fees (if applicable)."
What documentation is required for customs clearance of shipments arriving in South Africa?,"Customs clearance in South Africa must be handled by a registered Clearing Agent and requires the following documents: Commercial Invoice, Packing List, Bill of Lading, Import Permit (if applicable), and Certificate of Origin (if applicable)."
What are the demurrage charges for a 40' dry container after the initial 7 days of free time?,Demurrage charges for a 40' dry container are USD 120 per day for days 8-14 and USD 180 per day from day 15 onwards.
Can used cars be shipped using CHERRY shipping line?,"Yes, used cars can be shipped, but special requirements apply and must be confirmed by the CHERRY shipping line's customer service team in the destination office before loading. Age restrictions may also apply for importation."
What documentation is required when booking temperature-controlled cargo with CHERRY shipping line?,"When booking temperature-controlled cargo, clearly specify the temperature settings and ventilation requirements on the booking and Bill of Lading. A pre-trip inspection (PTI) certificate is also required for reefer containers."
Can CHERRY shipping line handle door deliveries or inland ramp deliveries?,"No, CHERRY shipping line only accepts port-to-port bookings."
What tax identification information is required for shippers and consignees based in Thailand when shipping with CHERRY?,Thailand-based shippers and consignees must provide their Tax Identification Number (TIN).
What documentation is required for returning Chilean citizens shipping personal effects and household goods to Chile?,Returning Chilean citizens must provide proof of residence abroad.
What type of information is required for the Notify Party in a shipment with CHERRY shipping line?,"The Notify Party must be an Indian-based organization with a full name, complete address, phone number, and email address. If the Notify Party is ""TO ORDER"" or ""BANK,"" a second notify party with an actual company name and address is required."
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What are the acceptable payment terms for shipments with CHERRY shipping line?,"CHERRY shipping line accepts both prepaid and collect shipments. For personal effects shipments, charges must be handled through a freight forwarder or moving company and cannot be invoiced directly to private parties. Credit approval may be required for collect shipments."
What tax identification information is required for shippers and consignees based in Thailand when shipping with CHERRY?,Thailand-based shippers and consignees must provide their Tax Identification Number (TIN).
What types of agricultural products require phytosanitary certificates for import into South Korea?,Agricultural products imported into South Korea may require phytosanitary certificates.
What Ukrainian regulations must all shipments adhere to when using the CHERRY shipping line?,All shipments must comply with Ukrainian Customs Law and related regulations.
What is the maximum age allowed for passenger cars being imported into Saudi Arabia?,Passenger cars imported into Saudi Arabia must not exceed 5 years of age.
What documentation is required for shipments containing dangerous goods to Qatar via CHERRY shipping line?,"Shipments of dangerous goods require proper documentation and labeling, adherence to IMDG regulations, advance booking, and approval from CHERRY."
What are the documentation requirements for shipping waste and scrap materials with CHERRY shipping line?,Acceptance of waste and scrap materials is subject to the destination country's regulations. Additional documentation may be required for such shipments.
What payment terms are required for refrigerated shipments destined for Saudi Arabia?,All refrigerated shipments to Saudi destinations must be prepaid.
What Turkish regulations must all shipments adhere to when using the CHERRY shipping line?,All shipments must comply with Turkish Customs Law and related regulations.
What import permits are required for all imports into Singapore and how should they be applied for?,Import permits are required for all imports into Singapore and must be applied for through Singapore Customs.
What contact information is mandatory for both shipper and consignee details when shipping to Malaysia via CHERRY Shipping Line?,Both phone number and email address are mandatory contact information for shipper and consignee details.
What packaging details are required for containerized cargo shipped by CHERRY shipping line?,"For containerized cargo, you must provide the container number(s), seal number(s), container size, and container type."
"According to CHERRY shipping line's requirements, what contact information is mandatory for the notify party?",The notify party must provide an email address and a phone number with the country and area code.
What is the required format for a VAT ID for import shipments to South Africa?,The VAT number for import shipments to South Africa must consist of 10 digits.
What currency is preferred for local charges when shipping to Russia with CHERRY shipping line?,Rubles (RUB) are the preferred currency for local charges.
What are the specific regulations regarding wood packaging materials when shipping to the Netherlands via CHERRY shipping line?,Wood packaging materials must comply with ISPM 15 regulations and be properly marked to indicate heat treatment or fumigation. Non-compliant wood packaging may result in the re-exportation of the entire shipment.
What are the import declaration filing requirements for shipments arriving in Japan?,Cargo information must be submitted electronically through the Nippon Automated Cargo and Port Consolidated System (NACCS) at least 24 hours before departure from the port of loading.
What contact information is required for both the shipper and consignee when shipping to Ukraine with CHERRY Shipping Line?,"Both the shipper and consignee must provide a full name, complete address, phone number, and email address.  Ukraine-based shippers and consignees must also provide their Tax Identification Number (IPN). For personal imports, the consignee must provide their full name and passport number instead of an IPN."
What contact information is required for both the shipper and consignee when shipping to Turkey via CHERRY Shipping Line?,"Both the shipper and consignee must provide a full name, complete address, phone number, and email address.  Turkey-based shippers and consignees must also provide their Tax Identification Number (VKN). For personal imports, the consignee must provide their full name and Turkish ID number (T.C. Kimlik No) instead of a VKN."
What documentation is required for all shipments to Jordan?,A Certificate of Origin authenticated by the Chamber of Commerce in the country of origin is required for all shipments to Jordan.
What are the specific regulations regarding the import of used clothing and shoes into Kenya?,"The import of used clothing and shoes into Kenya is subject to specific regulations, which may include special documentation and inspections."
"What import declaration process is required for goods valued at AUD 1,000 or less when shipping to Australia via CHERRY shipping line?","Self-Assessed Clearance (SAC) is required for goods valued at AUD 1,000 or less."
What regulations govern the shipment of food and agricultural products to South Africa via CHERRY shipping line?,"Shipments of food and agricultural products to South Africa via CHERRY are subject to regulations by the Department of Agriculture, Land Reform and Rural Development and may require additional certifications and laboratory analysis."
Does CHERRY shipping line comply with the EU General Data Protection Regulation (GDPR) in the Netherlands?,"Yes, CHERRY complies with the EU General Data Protection Regulation (GDPR) in all its operations in the Netherlands."
What type of Halal certification is required for meat and poultry products being shipped to Qatar?,Halal certification must be issued by an Islamic center approved by Qatar authorities.
What are the regulations that all shipments to/from Djibouti must comply with?,All shipments must comply with Djibouti Customs Law and related regulations.
What information is required for the notify party in a shipment with CHERRY shipping line?,"The notify party requires a full name and complete address, contact information including a phone number with country and area code, and an email address. A P.O. Box is not sufficient and a physical address is required. For ""To Order"" Bills of Lading, the notify party must be the actual consignee."
Can used cars be shipped using CHERRY shipping line?,"Yes, used cars can be shipped, but special requirements apply and must be confirmed by the CHERRY shipping line's customer service team in the destination office before loading. Age restrictions may also apply for importation."
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What is the minimum lead time required for submitting shipping instructions for an export shipment with CHERRY shipping line?,Shipping instructions for an export shipment must be submitted a minimum of 3 working days before the vessel's estimated time of arrival (ETA).
Can tobacco or alcoholic beverages be shipped with CHERRY?,"No, the shipment of tobacco, alcoholic beverages, and veterinary goods is prohibited by CHERRY."
What special customs procedures apply to goods destined for Philippine Economic Zone Authority (PEZA) zones?,"Goods destined for PEZA zones can be stored, processed, or re-exported with tax incentives."
What is the minimum advance notice required for submitting an import shipment manifest to CHERRY shipping line?,A minimum of 24 hours before the vessel's arrival.
What are the minimum number of original copies required for a Bill of Lading (B/L) when shipping with CHERRY Shipping Line to the United Arab Emirates?,A minimum of three original copies is required for a Bill of Lading (B/L) when shipping with CHERRY Shipping Line to the United Arab Emirates.
What are the required documents for customs clearance in Kenya?,"Customs clearance in Kenya requires a Commercial Invoice, Packing List, Bill of Lading, Import Declaration Form (IDF), Certificate of Conformity (CoC) if applicable, and Certificate of Origin (if applicable)."
What is the required system for filing import declarations for shipments to India?,Import declarations must be filed through the Indian Customs EDI System (ICES).
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What are the general weight limits for 20' and 40' containers shipped by CHERRY shipping line?,"The maximum allowed weight for 20' containers is 24,000 kg gross weight, and for 40' containers, it is 30,480 kg gross weight.  These limits may vary depending on the province and route."
What contact information is required for the consignee when shipping with CHERRY?,"The consignee must provide a phone number with the country and area code, as well as an email address."
What is the maximum weight allowed for a palletized unit discharged in Saudi ports?,The maximum weight allowed for a palletized unit discharged in Saudi ports is 2000 kg (4400 lbs).
What special customs procedures might apply to shipments destined for Vietnamese Free Trade Zones?,Shipments to Vietnamese Free Trade Zones may be subject to special customs procedures.
What is the demurrage charge per day for a 40' dry container in USD between days 8 and 14 after discharge in an import shipment?,The demurrage charge per day for a 40' dry container between days 8 and 14 after discharge in an import shipment is USD 140.
What system is accepted in Argentina for the temporary admission of goods?,The ATA Carnet system is accepted in Argentina for the temporary admission of goods.
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What contact information is required for both the shipper and consignee when shipping with CHERRY Shipping Line to Djibouti or Ethiopia?,"Both the shipper and consignee must provide a full name, postal address including country, phone number, and email address."
What type of certificates are required for agricultural and animal products being shipped to Argentina?,"Agricultural products may require phytosanitary certificates from SENASA (Servicio Nacional de Sanidad y Calidad Agroalimentaria), while animal products may require veterinary health certificates from SENASA."
What languages are accepted for shipping documents when shipping to Qatar?,Shipping documents for Qatar must be in Arabic or English.
What are the import declaration filing requirements for shipments arriving in Japan?,Cargo information must be submitted electronically through the Nippon Automated Cargo and Port Consolidated System (NACCS) at least 24 hours before departure from the port of loading.
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What are the import restrictions on plastic scrap in Taiwan?,The Environmental Protection Administration of Taiwan (EPA) has published import restrictions on plastic scraps. Importers in Taiwan need to be factories registered with the Taiwan Government Authority.  Violations result in cargo return to origin and penalties.
What is the maximum cargo weight allowed for a 40' container with Door Delivery according to CHERRY shipping line?,The maximum cargo weight for a 40' container with Door Delivery is 22 MT.
What is the minimum advance manifest submission time required for import shipments by CHERRY shipping line?,The minimum advance manifest submission time required for import shipments is 48 hours before the vessel's arrival.
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What happens to unclaimed cargo after a specified period in the Netherlands?,"Unclaimed cargo will be transferred to a customs warehouse, where transfer fees and storage charges will apply. The cargo owner is responsible for these costs. After a further specified period, Dutch Customs may sell or dispose of the cargo. Perishable goods may be sold or disposed of sooner to prevent spoilage."
What types of payment terms are accepted by CHERRY shipping line for shipments to South Africa?,CHERRY shipping line accepts both prepaid and collect shipments for deliveries to South Africa.
What documentation is required for Denmark-based shippers when shipping with CHERRY?,"Denmark-based shippers must provide their full name, complete address, phone number, email address, and CVR number (Central Business Register)."
What is the maximum weight allowed for a reefer container shipped to Taiwan?,"The maximum weight allowed for a reefer container shipped to Taiwan is 28,500 KGS, inclusive of cargo weight and tare weight."
What is the required format for stating the Cubic Meter (CBM) on a Bill of Lading according to CHERRY shipping line?,"The CBM must be listed in the format XX.XX CBM (e.g., 24.50 CBM) and for shipments with multiple containers, the CBM for each container should be specified."
What special documentation is required when shipping personal effects and household goods to the U.S.?,"When shipping personal effects and household goods to the U.S., you will need a detailed inventory list, a valuation form, and a copy of your passport or government-issued ID. These shipments are also subject to U.S. Customs inspection."
What documents are required for customs clearance in Tanzania?,"Customs clearance in Tanzania requires a Commercial Invoice, Packing List, Bill of Lading, Import Declaration Form (IDF), Pre-arrival Declaration (PAD), Certificate of Conformity (CoC) if applicable, and Certificate of Origin (if applicable)."
What are the gate operation hours at the Doraleh Multipurpose Port (DMP) on Fridays and Saturdays?,Gate operations at the Doraleh Multipurpose Port (DMP) are from 06:00 to 18:00 on Fridays and Saturdays.
What are the payment terms for shipments to the Netherlands with CHERRY shipping line?,Freight collect shipments to the Netherlands require prior approval from CHERRY shipping line.
What are the operating hours for the Physical Verification Service (PVS) in Djibouti?,"The PVS operates from Sunday to Thursday, 08:00 to 16:00. It is closed on Fridays and Saturdays."
What clause must be included for transit cargo shipped through CHERRY to Chile?,"The clause ""Carga en transito a XX por cuenta y riesgo del consignatario"" or ""Cargo in transit to XX under count and risk of consignee"" must be included for transit cargo. It is recommended to include both Spanish and English versions."
What is the minimum advance notice required for submitting an import shipment manifest to CHERRY shipping line?,A minimum of 24 hours before the vessel's arrival.
Does CHERRY shipping line comply with the EU General Data Protection Regulation (GDPR) in the Netherlands?,"Yes, CHERRY complies with the EU General Data Protection Regulation (GDPR) in all its operations in the Netherlands."
What documentation is required for shipping dangerous goods to Vietnam via CHERRY shipping line?,A Dangerous Goods Declaration (in Vietnamese and English) and a Safety Data Sheet (SDS) in Vietnamese and English are required.
What documentation is required for dangerous goods shipments from a foreign country to Brazil?,"For dangerous goods shipments from a foreign country to Brazil, the following documents are required:  a Material Safety Data Sheet (MSDS) in Portuguese or English, a Dangerous Goods Declaration provided 72 hours before vessel arrival, FISPQ (Ficha de Informação de Produto Químico), Ficha de Emergência (Anexo VIII da NR 29), and Declaração de Mercadorias Perigosas (Anexo VII da NR 29).  All documents must be in Portuguese."
What is the required system for filing import declarations for shipments to India?,Import declarations must be filed through the Indian Customs EDI System (ICES).
What documentation is required for customs clearance in Indonesia?,"Customs clearance in Indonesia requires a Commercial Invoice, Packing List, Bill of Lading, and a Certificate of Origin (which may be required for preferential tariff treatment). A licensed customs broker (PPJK) must conduct the clearance."
What information is required for a detailed cargo description according to CHERRY shipping line's compliance requirements?,"A detailed cargo description must include a precise commodity description, the number of packages, and the type of packages (e.g., pallets, cartons, drums). Generic terms like ""Consolidated Cargo"" or ""Said to Contain"" are not accepted."
What are the required documents for customs clearance in Chile when shipping with CHERRY?,"Original commercial invoice, packing list, and Bill of Lading (B/L) are required for customs clearance in Chile when shipping with CHERRY."
What documentation is required from Australian shippers when shipping with CHERRY Shipping Line?,"Australian shippers need to provide their full name, complete address, contact information (phone and email), and their Australian Business Number (ABN). A P.O. Box alone is not acceptable."
What specific regulations must be followed when shipping dangerous goods with CHERRY shipping line?,"Dangerous goods shipments must comply with IMDG regulations and CHERRY's internal policies. Additionally, they must adhere to German dangerous goods regulations."
What is the advance booking notice required for dangerous goods shipments with CHERRY shipping line?,A minimum of 7 days before the vessel's arrival is required for advance booking and approval of dangerous goods shipments.
What is the minimum advance manifest submission time required for import shipments by CHERRY shipping line?,The minimum advance manifest submission time required for import shipments is 48 hours before the vessel's arrival.
What are the requirements for the consignee details when shipping with CHERRY shipping line to Saudi Arabia?,"The consignee must be a company registered in Saudi Arabia and provide a full name, complete address, email address, and telephone number with country and area code. Foreign consignee names are not acceptable. A P.O. Box is acceptable as additional information. For ""To Order"" Bills of Lading, the consignee field should state ""TO ORDER OF [Bank Name]"" and the notify party must be a Saudi Arabia registered company."
What is the required lead time for submitting an Entry Summary Declaration (ENS) for goods entering the UK via container shipping?,The ENS must be submitted at least 24 hours before loading.
What documentation is required for shipping dangerous goods with CHERRY shipping line to Tanzania?,A Dangerous Goods Declaration and a Safety Data Sheet (SDS) are required for shipping dangerous goods to Tanzania with CHERRY shipping line.
What are the acceptable payment terms for shipments with CHERRY shipping line?,"CHERRY shipping line accepts both prepaid and collect shipments. For personal effects shipments, charges must be handled through a freight forwarder or moving company and cannot be invoiced directly to private parties. Credit approval may be required for collect shipments."
What is the required lead time for submitting an Entry Summary Declaration (ENS) for goods entering the UK via container shipping?,The ENS must be submitted at least 24 hours before loading.
What are the required documents for customs clearance in Kenya?,"Customs clearance in Kenya requires a Commercial Invoice, Packing List, Bill of Lading, Import Declaration Form (IDF), Certificate of Conformity (CoC) if applicable, and Certificate of Origin (if applicable)."
What are the maximum allowed gross weights for 20' and 40' containers according to CHERRY shipping line's compliance with Dutch road regulations?,"The maximum allowed gross weight for a 20' container is 28,000 kg, and for a 40' container, it is 32,500 kg."
What is the free time allowed for import demurrage for a 20' dry container in the United States?,The free time allowed for import demurrage for a 20' dry container is 5 calendar days from discharge.
What documentation is required for shipping dangerous goods with CHERRY shipping line?,A Dangerous Goods Declaration and a Safety Data Sheet (SDS) are required for shipping dangerous goods.
What contact information is required for the consignee when shipping with CHERRY?,"The consignee must provide a phone number with the country and area code, as well as an email address."
"What type of information is required for the ""notify party"" on a ""To Order"" Bill of Lading for shipments to the UAE?",The notify party must include their UAE trade license number.
What is the maximum cargo weight allowed for a 40-foot container shipped by CHERRY?,The maximum cargo weight allowed for a 40-foot container shipped by CHERRY is 26 tons.
What documentation is required for shipping dangerous goods with CHERRY shipping line?,A Dangerous Goods Declaration (in Danish or English) and Safety Data Sheets (SDS) in Danish or English are required.
What is the document cut-off time for submitting an Original Bill of Lading to CHERRY shipping line?,"The document cut-off time for submitting an Original Bill of Lading is 12:00 noon, 2 working days before the vessel's estimated time of arrival."
What is the maximum gross weight allowed for a 40' container shipped by CHERRY?,"The maximum gross weight allowed for a 40' container shipped by CHERRY is 30,480 kg."
What documentation is required for customs clearance of shipments arriving in South Africa?,"Customs clearance in South Africa must be handled by a registered Clearing Agent and requires the following documents: Commercial Invoice, Packing List, Bill of Lading, Import Permit (if applicable), and Certificate of Origin (if applicable)."
What documentation is required for shipping dangerous goods with CHERRY shipping line to China?,A Dangerous Goods Declaration (in Chinese) and Safety Data Sheets (SDS) in Chinese are required for shipping dangerous goods.
Can used cars be shipped using CHERRY shipping line?,"Yes, used cars can be shipped, but special requirements apply and must be confirmed by the CHERRY shipping line's customer service team in the destination office before loading. Age restrictions may also apply for importation."
"What import declaration process is required for goods valued at AUD 1,000 or less when shipping to Australia via CHERRY shipping line?","Self-Assessed Clearance (SAC) is required for goods valued at AUD 1,000 or less."
Can CHERRY shipping line handle door deliveries or inland ramp deliveries?,"No, CHERRY shipping line only accepts port-to-port bookings."
What tax identification information is required for shippers and consignees based in Thailand when shipping with CHERRY?,Thailand-based shippers and consignees must provide their Tax Identification Number (TIN).
What is the document cut-off time for submitting an Original Bill of Lading to CHERRY shipping line?,"The document cut-off time for submitting an Original Bill of Lading is 12:00 noon, 2 working days before the vessel's estimated time of arrival."
What currency is preferred for local charges in Turkey when shipping with CHERRY?,Turkish Lira (TRY) is the preferred currency for local charges.
What documentation is required for Korea-based consignees?,"Korea-based consignees must provide their full name, complete address, phone number, email address, and Business Registration Number."
What information is required for the Notify Party Details section on a bill of lading for CHERRY shipping line?,"The Notify Party Details section requires the full name and complete address of the party, along with a phone number including the country and area code, and a mandatory email address. P.O. boxes are not accepted."
What is the maximum weight allowed for a reefer container shipped to Taiwan?,"The maximum weight allowed for a reefer container shipped to Taiwan is 28,500 KGS, inclusive of cargo weight and tare weight."
What are the customs documentation requirements for shipments to the United States?,"When shipping to the United States, importers and exporters must comply with all local customs and trade regulations. This may include obtaining special licenses, permits, or certificates for certain commodities and adhering to local restricted/prohibited goods lists.  Manifest information must be submitted 24 hours before vessel departure. Corrections to manifest data may be subject to fees and penalties."
What Singapore Customs regulations must all shipments adhere to when using CHERRY shipping line?,All shipments must comply with the Singapore Customs Act and regulations.
What are the payment terms for shipments to the Netherlands with CHERRY shipping line?,Freight collect shipments to the Netherlands require prior approval from CHERRY shipping line.
What special regulations apply to returning Tanzanian citizens shipping personal effects and household goods?,Detailed information regarding the special regulations for returning Tanzanian citizens shipping personal effects and household goods is not provided in the text.  It is recommended to confirm these regulations with your local CHERRY office.
What is the required advance notification timeframe for vessels carrying dangerous goods arriving at a U.S. port?,Advance Notification of Security (ANOAS) is required 96 hours before arrival.
Are customs operations in Tanzania typically open on public holidays?,"No, customs operations in Tanzania are typically closed on public holidays."
What are some examples of restricted items that may require special permits or licenses for import into India?,"Examples of restricted items for import into India include used tires, used rubber and vulcanized rubber scrap, and solid plastic waste/scrap. Melon seeds covered under HS Code 12077090 are also restricted."
What is the maximum cargo weight allowed for a 40' reefer container according to CHERRY shipping line?,The maximum cargo weight allowed for a 40' reefer container is 29.5 MT.
What documentation is required for shipments containing dangerous goods to Qatar via CHERRY shipping line?,"Shipments of dangerous goods require proper documentation and labeling, adherence to IMDG regulations, advance booking, and approval from CHERRY."
What are the minimum number of original copies required for a Bill of Lading (B/L) when shipping with CHERRY Shipping Line to the United Arab Emirates?,A minimum of three original copies is required for a Bill of Lading (B/L) when shipping with CHERRY Shipping Line to the United Arab Emirates.
What documentation is required for shipping dangerous goods to Brazil via CHERRY shipping line?,A Dangerous Goods Declaration (in Portuguese) and Safety Data Sheets (SDS) in Portuguese are required.
What regulations govern the shipment of food and agricultural products to South Africa via CHERRY shipping line?,"Shipments of food and agricultural products to South Africa via CHERRY are subject to regulations by the Department of Agriculture, Land Reform and Rural Development and may require additional certifications and laboratory analysis."
What are the acceptable payment terms for shipments with CHERRY shipping line to Germany?,"Both prepaid and collect shipments are accepted, with collect payments/charges for collection in Germany being acceptable."
What are the normal working hours for Customs at Inland Container Depots (ICDs) in Kenya on Saturdays?,Customs at Inland Container Depots (ICDs) in Kenya operate from 08:00 to 13:00 on Saturdays.
What type of contact information is mandatory for the notify party?,Both a telephone or fax number and an email address are mandatory for the notify party.
What is the contact email address for CHERRY Shipping Line's Taiwan office?,The contact email address for CHERRY Shipping Line's Taiwan office is [Insert email address].
What is the document cut-off time for submitting an Original Bill of Lading to CHERRY shipping line?,"The document cut-off time for submitting an Original Bill of Lading is 12:00 noon, 2 working days before the vessel's estimated time of arrival."
"What type of information is required for the ""notify party"" on a ""To Order"" Bill of Lading for shipments to the UAE?",The notify party must include their UAE trade license number.
What contact information is required for both the shipper and consignee when shipping to Ukraine with CHERRY Shipping Line?,"Both the shipper and consignee must provide a full name, complete address, phone number, and email address.  Ukraine-based shippers and consignees must also provide their Tax Identification Number (IPN). For personal imports, the consignee must provide their full name and passport number instead of an IPN."
What are the regular working hours for customs in the country where CHERRY shipping line operates?,"Customs regular working hours are Monday to Friday, from 08:30 to 16:30."
What documentation is required for shipping dangerous goods to Brazil via CHERRY shipping line?,A Dangerous Goods Declaration (in Portuguese) and Safety Data Sheets (SDS) in Portuguese are required.
What documentation is required for customs clearance in Argentina?,"Customs clearance in Argentina must be handled by a licensed customs broker and requires the following documents: Commercial Invoice, Packing List, Bill of Lading, Import License (if applicable), and Certificate of Origin (if applicable)."
What is the required timeframe for submitting shipping instructions to CHERRY shipping line?,Shipping instructions must be submitted to CHERRY shipping line 3 working days before the vessel's arrival.
What documentation is required for shipping dangerous goods to Vietnam via CHERRY shipping line?,A Dangerous Goods Declaration (in Vietnamese and English) and a Safety Data Sheet (SDS) in Vietnamese and English are required.
What are the specific requirements and restrictions for shipping to the Kingdom of Morocco according to CHERRY Shipping Line?,"To find the specific requirements and restrictions for shipping to the Kingdom of Morocco according to CHERRY Shipping Line, you would need to refer to the documentation titled ""CHERRY Shipping Line: Kingdom of Morocco - Requirements and Restrictions""."
What is the maximum age allowed for passenger cars being imported into Saudi Arabia?,Passenger cars imported into Saudi Arabia must not exceed 5 years of age.
What are the required HS codes for shipments to Ukraine according to CHERRY shipping line?,10-digit HS codes are required for all shipments to Ukraine as per Ukrainian Customs.
What are the import declaration filing requirements for shipments arriving in Japan?,Cargo information must be submitted electronically through the Nippon Automated Cargo and Port Consolidated System (NACCS) at least 24 hours before departure from the port of loading.
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What packaging regulations should importers be aware of when shipping goods to Germany?,Importers must participate in a packaging recycling scheme as per the German Packaging Ordinance.
What information is required for the notify party in a shipment with CHERRY shipping line?,"The notify party requires a full name and complete address, contact information including a phone number with country and area code, and an email address. A P.O. Box is not sufficient and a physical address is required. For ""To Order"" Bills of Lading, the notify party must be the actual consignee."
