question,response
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container shipped by CHERRY is 30,480 kg."
"What is required for the notify party on a ""To Order"" Bill of Lading for shipments with CHERRY shipping line to the UAE?","The notify party on a ""To Order"" Bill of Lading for shipments to the UAE with CHERRY shipping line must include their UAE trade license number."
What is the required advance notice for booking and approval of dangerous goods shipments with CHERRY shipping line to Brazil?,At least 7 days prior to vessel arrival.
What are the demurrage charges for a 40' dry container after the 5 days of free time?,Demurrage charges for a 40' dry container are USD 100 per day for days 6 through 10 and USD 150 per day from day 11 onwards.
What are the maximum gross weight limits for 20' and 40' containers when shipping with CHERRY?,"The maximum gross weight for 20' containers is 24,000 kg, and the maximum gross weight for 40' containers is 30,480 kg. Overweight containers require special approval and may incur additional charges."
What contact information is mandatory for both shipper and consignee details when shipping with CHERRY shipping line?,Both phone number with country and area code and email address are mandatory for shipper and consignee details.
What level of detail is required for the cargo description when shipping to Chile with CHERRY shipping line?,"A detailed and accurate description of the goods in Spanish is mandatory. Generic terms are not accepted, and the description must include the precise commodity, number of packages, and type of packages. For food products, specific ingredient details are also required."
What is the required tax identification number for Indonesia-based shippers and consignees when shipping with CHERRY?,Indonesia-based shippers and consignees need to provide their NPWP (Nomor Pokok Wajib Pajak) when shipping with CHERRY.
What company registration number is required for UK-based shippers and consignees when shipping with CHERRY?,UK-based shippers and consignees need to provide their Company Registration Number.
What is the free time for discharging FCL containers at the port?,The free time for discharging FCL containers at the port is 3 days.
What clause should be included in the bill of lading for transit cargo destined for Chile?,"The bill of lading for transit cargo should include the clause ""Carga en transito a XX por cuenta y riesgo del consignatario"" or ""Cargo in transit to XX under count and risk of consignee"". It is recommended to include both Spanish and English versions."
Does CHERRY shipping line require a pre-trip inspection (PTI) certificate for reefer containers?,"Yes, CHERRY shipping line requires a PTI certificate for all reefer containers."
"Can transit cargo be shipped with CHERRY, and what responsibilities does the shipping line assume?","Transit cargo is accepted by CHERRY on the consignee's risk and account. CHERRY's responsibility ceases at the discharging port.  Special clauses must be inserted in the bill of lading and manifest indicating ""IN TRANSIT TO [DESTINATION] ON C/NEE RISK & ACCOUNT""."
What packaging details are required for containerized cargo shipped by CHERRY shipping line?,"For containerized cargo, you must provide the container number(s), seal number(s), container size, and container type."
What languages are accepted for shipping documents when shipping to Germany with CHERRY?,Shipping documents must be in German or English.
What documentation is required for customs clearance when importing goods into Malaysia?,"Customs clearance in Malaysia requires a Commercial Invoice, Packing List, Bill of Lading, and potentially an Import License or Certificate of Origin, depending on the goods being imported."
What are the regulations for shipping wood packaging to Saudi Arabia via CHERRY Shipping Line?,Wood packaging must comply with ISPM 15 regulations and have proper marking indicating heat treatment or fumigation.
What contact information is required for both the shipper and consignee when submitting documentation to CHERRY shipping line for ACI compliance?,"For both the shipper and consignee, a full name and complete address are required, along with a mandatory email address and a phone number that includes the country and area code."
What is the maximum gross weight allowed for a 40' container shipped by CHERRY shipping line?,"The maximum gross weight allowed for a 40' container is 30,480 kg."
What contact information should be used for queries or clarifications regarding shipments to/from India?,"You can contact the CHERRY Shipping Line India Office at the provided address: [Insert detailed address], phone number: [Insert phone number], or email: [Insert email address]. Their operating hours are [Insert hours]. For emergencies, use the 24/7 emergency contact number: [Insert emergency number]."
What is the maximum weight allowed for a 40-foot container transported by CHERRY shipping line?,The maximum weight allowed for a 40-foot container is 28 tons.
What is the deadline for providing detailed cargo specifications for project cargo shipments?,Detailed cargo specifications for project cargo shipments must be provided 14 days before the vessel arrival.
What are the stowage requirements for dangerous goods shipments according to CHERRY shipping line?,"Dangerous goods shipments must follow the IMDG Code stowage category assignments and adhere to segregation requirements for incompatible substances. Some goods may have special stowage requirements, such as marine pollutants and temperature-controlled substances."
Are shipments between EU countries and Denmark subject to customs formalities?,"No, shipments between other EU countries and Denmark are considered intra-EU movements and are not subject to customs formalities."
Are Sea Waybills allowed for shipments to Brazil?,"No, Sea Waybills are not allowed for any shipments to Brazil."
What is the maximum cargo weight allowed for a 40-foot reefer container shipped with CHERRY?,The maximum cargo weight allowed for a 40-foot reefer container shipped with CHERRY is 29.5 metric tons.
What is the deadline for submitting a claim for non-visible damage to cargo shipped by CHERRY?,Claims for non-visible damage must be submitted in writing within 7 days of delivery.
What is the timeframe for submitting claims for visible and non-visible damage to cargo shipped by CHERRY?,"Claims for visible damage must be submitted in writing within 3 days of delivery, while claims for non-visible damage must be submitted within 7 days of delivery."
What are the weight limitations for 20' and 40' containers shipped with CHERRY shipping line?,"The maximum gross weight for 20' containers is 24,000 kg, and the maximum gross weight for 40' containers is 30,480 kg. Overweight containers require special approval and may incur additional charges."
What documentation is required for importing vehicles into Denmark?,"Imported vehicles must comply with Danish and EU safety and environmental standards.  Registration tax applies to most vehicles, and classic or collector vehicles require special documentation."
What are the gate operation hours for Odessa Port on a Saturday?,Gate operations at Odessa Port are open from 08:00 to 16:00 on Saturdays.
"What are the non-working holidays in Singapore, observed by CHERRY shipping line?","Singapore observes New Year's Day, Chinese New Year (2 days), Good Friday, Labour Day, Vesak Day, Hari Raya Puasa, National Day, Hari Raya Haji, Deepavali, and Christmas Day as non-working holidays."
What is the minimum lead time required for booking and approval of dangerous goods shipments with CHERRY shipping line to Russia?,A minimum of 7 days prior to vessel arrival is required for advance booking and approval of dangerous goods shipments.
What packaging information is required for shipments handled by CHERRY shipping line?,"Both outer and inner packaging details must be provided, including the number of packages and the type of packaging. For containerized cargo, the container number(s), seal number(s), container size, and type must also be specified."
What documentation is required for shipping dangerous goods with CHERRY shipping line?,A Dangerous Goods Declaration (in Ukrainian and English) and a Safety Data Sheet (SDS) in Ukrainian and English are required.
What are the gate operation hours for Dar es Salaam Port on Sundays and Public Holidays?,Gate operations at Dar es Salaam Port are open from 08:00 to 16:00 on Sundays and Public Holidays.
What happens to unclaimed cargo after it is transferred to a customs warehouse in the Netherlands?,"Unclaimed cargo in a Dutch customs warehouse will incur transfer fees and storage charges, which are the responsibility of the cargo owner. The cargo owner can still claim the goods, but they must pay all accrued charges, including customs penalties, and complete proper documentation and customs clearance."
What contact information should be used for inquiries about shipments to or from India for CHERRY Shipping Line?,"You can reach the CHERRY Shipping Line India Office at the following: Address: [Insert detailed address], Phone: [Insert phone number], Email: [Insert email address]. For 24/7 emergencies, contact [Insert emergency number]."
"For a general import shipment to Thailand, which destination charges can be set as collect?","For general imports to Thailand, destination charges like EMF, DDF, THD, RLB LCD, and DGD with currency THB can be set as collect."
[Your generated question],"[Your generated answer]


Text: 1 Payment Terms • Both prepaid and collect shipments accepted • Import duties, VAT (10%), and Income Tax Article 22 are payable on imports • Sea freight & associated charges, all origin local charges must be prepaid for Reefer imports • Specific payment terms apply for certain Indonesian ports (as detailed in previous artifact) 42 Demurrage and Detention • Free time: 3 days for general cargo, 2 days for reefer containers • Charges apply after free time as per CHERRY's standard tariff 5. Special Requirements 5.1 Personal Effects and Household Goods • Detailed inventory list required in Indonesian and English • KITAS (temporary stay permit) or KITAP (permanent stay permit) required for foreign residents • Subject to import duties and taxes, with some exemptions for diplomatic goods 5.2 Vehicles • Import of used vehicles is generally prohibited, with some exceptions (e.g. [/INST]

Question: What import taxes are applicable to shipments arriving in Indonesia?
Answer: Shipments arriving in Indonesia are subject to import duties, a 10% VAT, and Income Tax Article 22."
What is the time limit for clearing bonded cargo before it is considered unclaimed?,Bonded cargo has a time limit of 30 days to be cleared before it is considered unclaimed.
Are there specific language requirements for labeling personal effects and household goods imported into China?,"Yes, a detailed inventory list for personal effects and household goods must be provided in both English and Chinese."
What documentation is required for customs clearance in Indonesia when shipping with CHERRY?,"Customs clearance in Indonesia must be conducted by a licensed customs broker (PPJK) and requires the following documents: Commercial Invoice, Packing List, Bill of Lading, and Certificate of Origin (may be required for preferential tariff treatment)."
Can CHERRY shipping line provide customs clearance services for shipments?,"No, CHERRY shipping line does not offer additional customs clearance services for shipments."
What documentation is required for shipping dangerous goods with CHERRY shipping line to Turkey?,A Dangerous Goods Declaration (in Turkish and English) and a Safety Data Sheet (SDS) in Turkish and English are required.
What documentation is required for shipping dangerous goods with CHERRY shipping line to Japan?,"To ship dangerous goods to Japan with CHERRY shipping line, you need a Dangerous Goods Declaration in Japanese and Safety Data Sheets (SDS) also in Japanese."
What documentation is required for the shipper in shipments originating from Ukraine to be compliant with CHERRY Shipping Line's regulations?,"For Ukraine-based shippers, a full name, complete address, phone number, email address, and Tax Identification Number (IPN) are required."
What is the legal framework governing shipments to Japan according to CHERRY Shipping Line's Compliance Policy?,Shipments to Japan must comply with Japan Customs Law and related regulations.
What is the document cut-off time for submitting an Original Bill of Lading for a shipment using CHERRY shipping line?,"The document cut-off time for an Original Bill of Lading is 12:00 noon, 2 working days before the vessel's estimated time of arrival."
What is the document cut-off time for submitting an Original Bill of Lading to CHERRY shipping line?,"The document cut-off time for submitting an Original Bill of Lading is 12:00 noon, 2 working days before vessel's ETA."
What are the special requirements for importing used vehicles into South Africa?,The import of used vehicles into South Africa is restricted.  New vehicles must meet South African safety and emission standards and require special documentation for import. Left-hand drive vehicles are generally not permitted.
Can part load B/Ls (FCL container with more than one B/L) be accepted by CHERRY shipping line?,"No, part load B/Ls are not accepted by CHERRY shipping line."
What are the general non-working days in Thailand for government offices and banks?,Saturdays and Sundays are generally non-working days in Thailand for government offices and banks.
What is the maximum weight allowed for a single pallet or unit being discharged in Saudi ports?,The maximum weight allowed for a single pallet or unit being discharged in Saudi ports is 2000 kg (4400 lbs).
What are the regular working hours for customs in the country where CHERRY shipping line operates?,"Customs regular working hours are Monday to Friday, from 08:30 to 16:30.  Extended hours are available for urgent clearances upon request and may incur additional fees."
What are the general regulations regarding the import of used vehicles into Argentina?,Import of used vehicles is generally prohibited in Argentina. Exceptions exist for returning Argentinean residents who have lived abroad for over two years (one car per person) and for classic or antique vehicles older than 30 years.
"What is the required documentation for shipments valued over $2,500 to be imported into the United States?","Shipments valued over $2,500 require CBP Form 3461 (Entry/Immediate Delivery) or CBP Form 7501 (Entry Summary), a commercial invoice, packing list, bill of lading, certificates of origin (if applicable), and any specific documentation for regulated commodities."
What documentation is required for China-based shippers when shipping with CHERRY?,"China-based shippers must provide their full name, complete address, phone number, email address, and Unified Social Credit Code."
What are the additional requirements for shipping dangerous goods through Dutch ports when using the CHERRY shipping line?,"When shipping dangerous goods through Dutch ports with CHERRY, advance notification to port authorities is required 24 hours before arrival, along with the submission of a Vessel Stow Plan 24 hours prior to arrival. Specific storage and segregation requirements must also be followed according to EU and Dutch regulations."
What are the U.S. Customs and Border Protection (CBP) regulations that shipments must comply with?,"All shipments must comply with CBP regulations, including providing advance electronic information as per CBP's ""24-hour rule"" and meeting Partner Government Agency (PGA) requirements such as those from the FDA, USDA, and FCC."
"If the Notify Party is listed as ""TO ORDER"", what additional information is required by CHERRY shipping line?","A second notify party must be provided, showing an actual company name and complete address."
What types of Bills of Lading are accepted by CHERRY Shipping Line for shipments to Qatar?,"CHERRY Shipping Line accepts Original Bills of Lading (OBL), Sea Waybills (SWB), and Electronic Bills of Lading (e-B/L), subject to Qatar's electronic transaction laws."
What type of certificate is required for all reefer containers used by CHERRY shipping line?,A pre-trip inspection (PTI) certificate is required for all reefer containers.
What is the mandatory requirement for consignee details when shipping to South Africa?,"When shipping to South Africa, a mandatory 10-digit VAT ID is required for the consignee."
What Tax Identification Number is required for Russia-based shippers when shipping with CHERRY Shipping Line?,Russia-based shippers need to provide their Tax Identification Number (INN) when shipping with CHERRY Shipping Line.
What are the weight restrictions for palletized units being discharged in Saudi ports?,"No pallet or unit may exceed 2000 kg (4400 lbs). Exceptions include bulk materials, heavy machinery and equipment, and items that cannot be palletized due to their nature."
What are the import restrictions on used vehicles in Thailand?,The import of used vehicles into Thailand is restricted.
What is the advance notification requirement for vessels carrying dangerous goods to U.S. ports?,Vessels carrying dangerous goods must submit an Advance Notification of Security (ANOAS) at least 96 hours before their arrival.
What is the deadline for submitting the original bill of lading for an import shipment to Cherry shipping line?,The original bill of lading must be submitted a minimum of one working day before the vessel's arrival.
What is the requirement for submitting a customs declaration for sea shipments arriving in Singapore?,Customs declarations for sea shipments must be submitted within 3 days of arrival.
What is the maximum length for a CHERRY shipping line bill of lading number?,CHERRY bill of lading numbers are alphanumeric and can be up to 20 characters long.
What regulations must temperature-controlled cargo comply with when shipping with CHERRY?,Temperature settings must be clearly specified on the booking and bill of lading. Special requirements may apply for certain commodities.
What are the demurrage charges for a 40' dry container after the initial 5 days of free time?,Demurrage charges for a 40' dry container are USD 100 per day for days 6 through 10 and USD 150 per day from day 11 onwards.
What are the acceptable types of Bill of Lading (B/L) for shipments to Tanzania with CHERRY Shipping Line?,CHERRY Shipping Line accepts Original Bill of Lading (OBL) and Sea Waybill (SWB) for shipments to Tanzania.
What are the demurrage and detention free times for general cargo and reefer containers imported into Taiwan by CHERRY shipping line?,"General cargo has 7 calendar days of free time from discharge, while reefer containers have a maximum of 3 days free time, with electricity charges applying from day 1."
What are the specific regulations that apply to food and agricultural products being shipped with CHERRY?,"Food and agricultural products shipped with CHERRY are subject to regulations by the Department of Agriculture, Land Reform and Rural Development in South Africa. These shipments may require additional certifications and laboratory analysis."
What are the acceptable import charges on a collect basis for shipments to Hinterland countries from TBL?,Import charges on a collect basis are not acceptable for TBL shipments to Hinterland countries.
What is the free time allowed for reefer containers before demurrage and detention charges apply?,The free time allowed for reefer containers is 5 days.
What are the primary regulations that all shipments to Turkey via CHERRY shipping line must adhere to?,All shipments to Turkey through CHERRY shipping line must comply with Turkish Customs Law and related regulations.
"Is a P.O. Box an acceptable address format for the shipper, consignee, or notify party when shipping with CHERRY?","A P.O. Box is acceptable as additional information only for the shipper, consignee, and notify party. A full address is still required."
What are the acceptable payment terms for shipments handled by CHERRY shipping line?,CHERRY shipping line accepts both prepaid and collect shipments.
"What import declaration process is required for goods valued at AUD 1,000 or less when shipping to Australia with CHERRY shipping line?","For goods valued at AUD 1,000 or less, Self-Assessed Clearance (SAC) is required."
What is the contact email address for CHERRY Shipping Line's Taiwan office regarding shipment inquiries?,The contact email address for CHERRY Shipping Line's Taiwan office is [Insert email address].
What type of HS code is required for shipments handled by CHERRY shipping line?,A 6-digit Harmonized System (HS) code is required for all shipments.
What system should be used for filing import declarations for shipments arriving in India?,The Indian Customs EDI System (ICES) should be used for filing import declarations.
What are the special requirements for shipping personal effects and household goods with CHERRY shipping line to Ukraine?,"An itemized inventory list in both Ukrainian and English is required. Shipments may be subject to customs inspection, and special regulations apply for returning Ukrainian citizens."
What is the consumption tax rate on imports in Japan according to CHERRY shipping line's compliance requirements?,The consumption tax rate on imports in Japan is currently 10%.
What legislation must all shipments adhere to when using CHERRY shipping line for transportation to or from Singapore?,All shipments must comply with the Singapore Customs Act and regulations.
What is the maximum age allowed for passenger cars being imported into Saudi Arabia?,Passenger cars imported into Saudi Arabia must not exceed 5 years of age.
What is the maximum cargo weight allowed for a 20' reefer container according to CHERRY shipping line?,The maximum cargo weight allowed for a 20' reefer container is 29 MT.
What certifications are required for meat and poultry products being shipped to Jordan?,Halal certification is required for meat and poultry products.
What is the required level of detail for describing goods shipped with CHERRY?,"A detailed and accurate description of the goods is mandatory. Generic terms are not accepted. The description must include the precise commodity, the number of packages, and the type of packages."
What are the specific regulations regarding wood packaging materials when shipping to the Netherlands via CHERRY shipping line?,"Wood packaging materials must comply with ISPM 15 regulations, which require proper marking to indicate heat treatment or fumigation. Non-compliant wood packaging may result in the entire shipment being re-exported."
What are the maximum cargo weights allowed for 20' and 40' standard containers shipped by CHERRY shipping line?,"The maximum cargo weight for 20' containers is 30 MT, and for 40' containers, it is 28 MT."
What documentation is required for customs clearance in Indonesia?,"Customs clearance in Indonesia requires a Commercial Invoice, Packing List, Bill of Lading, and a Certificate of Origin (potentially needed for preferential tariff treatment).  A licensed customs broker (PPJK) must handle the clearance process."
"What contact information is required for the shipper, consignee, and notify party when shipping with CHERRY?","For the shipper, consignee, and notify party, CHERRY requires a full name, postal address including country, email address, and a phone number with the country and area code."
What are the general maximum gross weight limits for 20' and 40' containers when shipping with CHERRY?,"The general maximum gross weight limit for 20' containers is 28,000 kg, and for 40' containers, it is 32,500 kg.  These limits must comply with Dutch road regulations."
What Japanese regulations must all shipments adhere to when using CHERRY shipping line?,All shipments must comply with Japan Customs Law and related regulations.
What type of company must the consignee be registered as for shipments handled by CHERRY shipping line to the UAE?,The consignee must be a company registered in the UAE.
Can a foreign consignee be listed on a shipment to Saudi Arabia with CHERRY shipping line?,"No, the consignee must be a company registered in Saudi Arabia."
What is the deadline for submitting the Importer Security Filing (ISF) for a shipment with CHERRY shipping line?,The ISF must be filed 24 hours before the cargo is laden aboard the vessel.
What are the demurrage charges for a 40' dry container after the free time of 7 days in an import shipment to Russia?,The demurrage charges for a 40' dry container after the free time of 7 days in an import shipment to Russia are USD 70 per day for days 8-14 and USD 140 per day for day 15 onwards.
What is the minimum lead time required for booking confirmation for export shipments with CHERRY shipping line?,The minimum lead time required for booking confirmation for export shipments is 7 working days before the vessel's estimated time of arrival (ETA).
What documentation is required for customs clearance of imported goods into Taiwan?,"Customs clearance in Taiwan can be conducted by the importer or a licensed customs broker and requires documents such as a commercial invoice, packing list, bill of lading, import license (if applicable), and certificate of origin (if applicable)."
What are the limitations on storing goods within a Free Trade Zone (FTZ) under CHERRY shipping line regulations?,"Goods can be stored in an FTZ without customs duties and GST for up to 14 days. Beyond this period, duties and GST may apply."
What documentation is required for shipping dangerous goods with CHERRY shipping line?,A Dangerous Goods Declaration (in Danish or English) and Safety Data Sheets (SDS) in Danish or English are required.
What are the specific regulations regarding wood packaging materials when shipping to the Netherlands via CHERRY?,"Wood packaging materials must comply with ISPM 15 regulations, requiring proper marking to indicate heat treatment or fumigation. Non-compliant wood packaging may lead to the re-exportation of the entire shipment."
What Japanese legal framework must all shipments adhere to when using CHERRY shipping line?,All shipments must comply with Japan Customs Law and related regulations.
What are the requirements for providing Harmonized System (HS) codes for shipments with CHERRY shipping line?,"HS codes are required for all shipments and must match the cargo description. If the shipment contains mixed cargo, all applicable HS codes should be listed."
What are the maximum gross weight limits for 20' and 40' containers when shipping with CHERRY shipping line?,"The maximum gross weight for 20' containers is 24,000 kg, and for 40' containers, it is 30,480 kg. Overweight containers require special approval and will incur additional charges."
What payment terms are required for shipments handled by CHERRY shipping line to Kenya?,"All freight must be invoiced as prepaid, and Freight Collect is not allowed. The DLF (Delivery Letter of Freight) should also be prepaid."
What are the normal working hours for customs at Inland Container Depots (ICDs) in Kenya on Saturdays?,Customs at Inland Container Depots (ICDs) in Kenya operate from 08:00 to 13:00 on Saturdays.
What is the typical free time for export demurrage at CHERRY shipping line terminals?,The typical free time for export demurrage at CHERRY shipping line terminals is 5-7 days from gate-in.
"For shipments of personal effects, private goods, or used cars to Belgium, what is the required booking type?",Shipments must be booked as Port/Port.
What is the maximum free time allowed for reefer containers and when do electricity charges apply?,"The maximum free time for reefer containers is 3 days, and electricity charges apply from day 1."
Can CHERRY shipping line accept part-load bills of lading?,"Yes, part-load bills of lading are acceptable as per CHERRY Standard Rules."
What advance notification is required for dangerous goods shipments to US ports?,Advance notification to the US Coast Guard (USCG) is required 96 hours prior to vessel arrival.
What are the required minimum number of original copies needed for a Bill of Lading (B/L) issued by CHERRY Shipping Line for shipments to the United Arab Emirates (UAE)?,A minimum of three original copies is required for an Original Bill of Lading (OBL).
Does CHERRY shipping line offer eco-friendly inland transportation options for shipments within the Netherlands?,"Yes, CHERRY offers eco-friendly inland transportation options as part of its commitment to environmental sustainability."
What currency is preferred for local charges in Ukraine when shipping with CHERRY?,The Ukrainian Hryvnia (UAH) is the preferred currency for local charges.
What format should be used when providing passport information for a foreigner booking a shipment with CHERRY?,"For foreigners, passport information should be provided in the format ""Passport: AXXXXXXXXX (Country)""."
What packaging information is required by CHERRY shipping line?,"Detailed packaging information is required, preferably specifying the package type instead of just pallets. If pallets are used, detailed inner packing information is also necessary."
"According to CHERRY shipping line's requirements, what contact information is mandatory for the notify party when the consignee is listed as ""to order""?","When the consignee is ""to order"", the notify party must provide a full name, postal address including country, email address, and a phone number with country and area code."
What special regulations apply to returning Tanzanian citizens shipping personal effects and household goods?,The documentation should specify that the shipment belongs to a returning Tanzanian citizen.
What is the email address to contact CHERRY Shipping Line's Taiwan Office for queries regarding shipments to/from Taiwan?,The email address is [Insert email address].
What are the normal working hours for customs at the Doraleh Multipurpose Port (DMP)?,"Customs at the Doraleh Multipurpose Port (DMP) operates from 08:00 to 17:00 on Sunday to Thursday, 08:00 to 11:00 on Friday, and is closed on Saturday."
What Tax Identification Number (TIN) is required for shippers and consignees based in Thailand when shipping with CHERRY?,A Tax Identification Number (TIN) is required for both Thailand-based shippers and consignees.
Are HS codes required on the Bill of Lading (B/L) or Sea Waybill according to CHERRY shipping line?,"No, HS codes are not required on the B/L or Sea Waybill."
What documentation is required for shipping personal effects and household goods to Vietnam via CHERRY shipping line?,A detailed inventory list in both Vietnamese and English is required for personal effects and household goods shipments to Vietnam.
What UK Customs regulations must all shipments adhere to when using CHERRY shipping line?,All shipments must comply with UK Customs regulations and related laws.
What are the required documents for shipping dangerous goods with CHERRY shipping line to Vietnam?,"To ship dangerous goods to Vietnam with CHERRY shipping line, you need a Dangerous Goods Declaration in both Vietnamese and English, as well as a Safety Data Sheet (SDS) in Vietnamese and English."
What contact information is mandatory for both the shipper and consignee when preparing a bill of lading for CHERRY shipping line?,Both the shipper and consignee must provide an email address and a phone number with the country and area code.
What are the customs clearance procedures when CHERRY shipping line calls at a U.S. port?,"Delivery orders are subject to completion of customs formalities. Non-compliance with U.S. customs regulations may result in delays, fines, or cargo seizure."
Can freight collect shipments be arranged for consignees in the UAE?,"Yes, freight collect shipments are possible for consignees in the UAE, but they require prior approval from CHERRY's UAE office and credit checks may be conducted on the consignee."
Does CHERRY shipping line require fumigation certificates for all shipments to Australia?,Fumigation certificates are required for shipments with applicable cargoes.  All wooden packaging materials must comply with ISPM 15 regulations.
What are the documentation office hours at Izmir Port on Saturdays?,The documentation office hours at Izmir Port on Saturdays are from 08:30 to 13:00.
What is the minimum advance manifest submission time required by CHERRY shipping line for import shipments?,A minimum of 24 hours before the vessel's arrival.
What is the deadline for submitting the advance manifest for import shipments with CHERRY shipping line?,The advance manifest must be submitted a minimum of 24 hours before the vessel's arrival.
What is the deadline for submitting an Import Declaration (DI) for cargo arriving in Brazil?,The Import Declaration (DI) must be filed within 90 days of cargo arrival.
What information is required for the cargo description according to CHERRY shipping line's compliance requirements?,"A detailed and accurate description of goods is mandatory, including the precise commodity description, the number of packages, and the type of packages (e.g., pallets, cartons, drums). Generic terms like ""Consolidated Cargo"" or ""Said to Contain"" are not accepted."
What documents are required for customs clearance in Tanzania?,"Customs clearance in Tanzania requires a Commercial Invoice, Packing List, Bill of Lading, Import Declaration Form (IDF), Pre-arrival Declaration (PAD), Certificate of Conformity (CoC) if applicable, and Certificate of Origin (if applicable)."
What documentation is required for customs clearance of shipments arriving in Brazil?,"Customs clearance in Brazil requires a pro-forma invoice, commercial invoice, packing list, and bill of lading (B/L)."
What type of packaging details are required for containerized cargo shipped by CHERRY shipping line?,"For containerized cargo, CHERRY shipping line requires the container number(s), seal number(s), container size, and container type."
What information is required for the country of origin label on a shipment?,"The country of origin label must include a precise commodity description, the number of packages, and the type of packaging."
What happens to unclaimed cargo after a specified period according to CHERRY shipping line's compliance requirements?,"Unclaimed cargo will be transferred to a customs warehouse in the Netherlands, where transfer fees and storage charges will be applied and are the responsibility of the cargo owner.  Dutch Customs will then take custody and may sell or dispose of the cargo after a specified period, potentially sooner for perishable goods."
What level of detail is required for the cargo description when shipping with CHERRY line to Chile?,"A detailed and accurate description of the goods in Spanish is mandatory. Generic terms are not accepted. The description must include the precise commodity, the number of packages, and the type of packages. For food products, specific ingredient details are also required."
What are the specific compliance requirements and restrictions imposed by CHERRY Shipping Line for shipments to the Kingdom of Morocco?,"To determine the specific compliance requirements and restrictions imposed by CHERRY Shipping Line for shipments to the Kingdom of Morocco, you would need to refer to the documentation titled ""CHERRY Shipping Line: Kingdom of Morocco - Requirements and Restrictions""."
What is the deadline for submitting an advance manifest for import shipments with CHERRY shipping line?,The advance manifest for import shipments must be submitted a minimum of 48 hours before the vessel's arrival.
What is the required lead time for submitting a vessel arrival notice to CHERRY shipping line?,The vessel arrival notice must be submitted at least 24 hours before the vessel's arrival.
"What is the free time allowance for reefer containers in Taiwan, and when do electricity charges apply?",Reefer containers have a maximum free time of 3 days. Electricity charges apply from the first day.
What information is required for Japan-based shippers when providing details for a shipment?,"Japan-based shippers need to provide their full name, complete address, contact information including phone number and email address, and their Japanese Corporate Number."
"When shipping personal effects to the United States, what documentation might be required besides the standard shipping documents?","For personal effects and household goods shipped to the United States, you may need a detailed inventory list, a valuation form, and a copy of your passport or government-issued ID."
Do pharmaceutical and medical devices require registration when imported to Jordan?,"Yes, pharmaceutical and medical devices require registration with the Jordan Food and Drug Administration (JFDA)."
What type of documentation is required for importing agricultural products into South Africa?,Agricultural products imported into South Africa may require phytosanitary certificates.
What are the maximum cargo weights allowed for 20' and 40' reefer containers shipped with CHERRY shipping line?,"The maximum cargo weight for 20' reefer containers is 29 MT, and the maximum cargo weight for 40' reefer containers is 29.5 MT."
What is the minimum information required in the Place of Delivery box for land transport shipments to another country?,The minimum information required is the postal code and location.
What documentation is required for customs clearance of imported goods into Taiwan?,"Customs clearance in Taiwan can be handled by the importer or a licensed customs broker and requires documents such as a commercial invoice, packing list, bill of lading, import license (if applicable), and a certificate of origin (if applicable)."
What are the gate operation hours at Chornomorsk Port on Saturdays?,Gate operations at Chornomorsk Port are open from 08:00 to 16:00 on Saturdays.
What are the special requirements for shipping pharmaceutical products with CHERRY shipping line?,"CHERRY shipping line requires GDP (Good Distribution Practice) compliance for pharmaceutical products. Specific handling procedures must be followed for products requiring controlled room temperature (CRT), and additional documentation may be needed to prove temperature maintenance during transit."
What environmental programs does CHERRY participate in to promote sustainable shipping practices?,"CHERRY participates in the Green Award program, which recognizes environmentally friendly shipping practices. They also offer eco-friendly inland transportation options."
What type of certification is required for meat and poultry products being shipped to Jordan?,Halal certification is required for meat and poultry products.
What are the special customs procedures that apply to goods destined for Bonded Zones or Free Trade Zones in Indonesia?,"Goods destined for Bonded Zones or Free Trade Zones in Indonesia can be stored, processed, or re-exported with tax incentives."
What contact information should be used for queries or clarifications regarding shipments to/from India?,"For queries or clarifications regarding shipments to/from India, you should contact the CHERRY Shipping Line India Office at the provided address, phone number, and email address in the documentation.  They are available during the specified operating hours and offer 24/7 emergency contact as well."
What are the required documents for customs clearance in Kenya?,"The required documents for customs clearance in Kenya are a Commercial Invoice, Packing List, Bill of Lading, Import Declaration Form (IDF), Certificate of Conformity (CoC) if applicable, and Certificate of Origin (if applicable)."
What type of Tax Identification Number is required for Russia-based shippers and consignees when shipping with CHERRY Shipping Line?,Russia-based shippers and consignees need to provide their Tax Identification Number (INN).
What is the advance notification requirement for dangerous goods shipments to Dutch ports?,Vessels carrying dangerous goods must notify Dutch port authorities 24 hours prior to arrival.
What are the customs duties and GST implications for goods stored in a Free Trade Zone (FTZ) for more than 14 days?,Goods remaining in a FTZ beyond 14 days may be subject to customs duties and GST.
What tax identification number is required for Chilean shippers and consignees when shipping with CHERRY?,The Rol Único Tributario (RUT) is required for Chilean shippers and consignees.
What documentation is required for all shipments to Qatar and must be authenticated by the Chamber of Commerce in the country of origin?,A Certificate of Origin is required for all shipments to Qatar and must be authenticated by the Chamber of Commerce in the country of origin.
What is the required system for filing import declarations for shipments arriving in India?,Import declarations must be filed through the Indian Customs EDI System (ICES).
